Account Name,Industry,Employee range,State (Bill to Address) (Address),Website,Main Phone,LinkedIn Company ID,SFDC ID,Status Result
Field LLP,Legal Services,201-500,AB,https://www.fieldlaw.com,+1 780-423-3003,869300.0,0016000000m2jb0AAA,No clear status found
"Zspace, Inc.",Computer Hardware Manufacturing,51-200,CA,http://zspace.com,+1 408-498-4050,63792.0,0016000000m459zAAA,No clear status found
Cactus Communications Inc.,Advertising Services,Nov-50,CO,http://www.cactusinc.com,+1 303-455-7545,73630.0,0016000000V7aQ8AAJ,No clear status found
Ryzlink Corp.,IT Services and IT Consulting,Nov-50,CA,www.ryzlink.com,+1 510-296-5433,1219543.0,0016000000slCqSAAU,No clear status found
Logiwa Corp,IT Services and IT Consulting,10-Feb,IL,http://www.logiwa.com,+1 312-731-1924,858615.0,0010d00001LDKX1AAP,No clear status found
"Speechify, Inc.",Software Development,1,CA,http://getspeechify.com,+1 415-306-6429,11111093.0,0010d00001LAU0FAAX,No clear status found
The Five Star Travel Corporation,Hospitality,51-200,GA,http://www.ForbesTravelGuide.com,+1 833-227-3454,1207367.0,0016000000m45YnAAI,No clear status found
Yager Group,E-Learning Providers,10001+,SC,http://ibocity.com,fXUhj2H72ppSYo7-TMgOirVJF2WQ3hYN0ksajwAA,15353879.0,0010d00001LAaeWAAT,No clear status found
"Infrrd, Inc.",Software Development,Nov-50,CA,https://www.infrrd.ai,+1 844-446-3773,16189247.0,0010d00001LXlqMAAT,No clear status found
"Commerce Banc Insurance Services, Inc.",Insurance,10001+,NJ,,+1 732-736-5200,35890.0,00160000014CB87AAG,No clear status found
Stay At Home Parents LLC,Farming,10-Feb,FL,stay-at-home-parents-llc.business.site,+1 352-681-1923,1676452.0,0013200001A3rdRAAR,No clear status found
Teravision Games LLC,Computer Games,10-Feb,FL,http://www.teravisiongames.com,+1 786-534-9931,550223.0,0016000000m4J3gAAE,No clear status found
Amenify Corporation,Real Estate,Nov-50,CA,http://www.Amenify.com,+1 877-824-5315,10624425.0,0013200001HVTkEAAX,No clear status found
Up In Code Inc.,Software Development,51-200,AB,http://www.showpass.com,+1 403-993-5961,10643466.0,0013200001HVdXJAA1,No clear status found
Iqbal Halal Foods Inc,Food and Beverage Services,Nov-50,ON,http://iqbalfoods.ca,+1 416-467-0177,7299886.0,0010d00001KfbBlAAJ,No clear status found
Waterloo-Wellington Flying Club,Airlines and Aviation,Nov-50,ON,http://www.wwfc.ca/,+1 519-648-2213,10101911.0,0010d00001JnDIlAAN,No clear status found
4th-IR,IT Services and IT Consulting,10-Feb,MI,http://4th-ir.com,+1 989-402-5441,22344581.0,0010d00001LAz5NAAT,No clear status found
Midwest Pipelines Inc.,Construction,201-500,ALBERTA,http://www.midwestpipelines.com,+1 780-454-1993,77738714.0,0010d00001JvAZ9AAN,No clear status found
RadiusAI Inc.,Software Development,10-Feb,AZ,http://www.radiusai.com,+1 602-329-5000,18611622.0,0010d00001MDJ6RAAX,No clear status found
BioTuring,Biotechnology Research,10-Feb,CA,http://www.bioturing.com,+1 760-804-6980,18431259.0,0010d00001MDnkAAAT,No clear status found
"Ascent Hospitality Management Co., L.L.C.",Hospitality,1001-5000,GA,http://www.ascent-hospitality.com,+1 770-904-0765,10433598.0,0010d00001MDpkSAAT,No clear status found
Hamilton Point Investments LLC,Real Estate,10-Feb,CT,http://www.hamiltonptinv.com,+1 860-598-4300,10350123.0,0010d00001MDYyYAAX,No clear status found
Collective Arts Brewing Limited,Food and Beverage Services,10-Feb,ON,http://www.collectiveartsbrewing.com,+1 289-208-7140,3197494.0,0010d00001MDuBlAAL,No clear status found
BROWN GOLF MANAGEMENT LLC,Hospitality,10-Feb,PA,https://greatlifegolf.com/,+1 717-525-9734,2027874.0,0010d00001NcNjjAAF,No clear status found
Independent Natural Food Retailers Cooperative,Retail,10-Feb,MN,http://www.naturalfoodretailers.net,+1 651-888-4700,1156087.0,0010d00001Nf7StAAJ,No clear status found
"Global Risk Solutions, Inc",Insurance,Nov-50,FL,http://www.globalrisksolutions.com,+1 305-523-6365,1752907.0,0010d00001QvD5VAAV,No clear status found
Proformance Roofing,Construction,Nov-50,FL,https://proformanceroofs.com/,+1 407-702-0206,35684759.0,0010d00001QvcjWAAR,No clear status found
"Bleav Entertainment, LLC",Spectator Sports,1,CA,https://bleav.com/,+1 323-878-0921,18902135.0,0010d00001QvcNSAAZ,No clear status found
"American Blue Ribbon Holdings, LLC",Restaurants,5001-10000,NM,http://www.villageinn.jobs,+1 505-821-5900,3238374.0,0013200001AbsnFAAR,No clear status found
"Shoe Sensation, Inc.",Retail Apparel and Fashion,501-1000,IN,http://www.shoesensation.com,+1 844-891-3070,331756.0,0016000000m38QcAAI,No clear status found
"Worth Ross & Associates, Inc.",Real Estate,Nov-50,TX,http://www.worthross.com,+1 214-522-1943,781183.0,0016000000m3EWwAAM,No clear status found
"Nexus Enterprises, LLC",Insurance,51-200,TX,http://www.nexmc.com,+1 888-309-2377,1320065.0,0016000000m3XmyAAE,No clear status found
Tayco Panelink Ltd,Furniture and Home Furnishings Manufacturing,201-500,ON,http://www.tayco.com,+1 416-252-8000,1134979.0,0016000000m3fP8AAI,No clear status found
"WASATCH PROPERTY MANAGEMENT, INC.",Real Estate,1001-5000,UT,http://www.wasatchgroup.com/,+1 435-755-2000,86434.0,0016000000m458IAAQ,No clear status found
Skjodt-Barrett Foods Inc,Food and Beverage Manufacturing,51-200,ON,http://www.skjodt-barrett.com,+1 905-671-2884,1607745.0,0016000000skQFpAAM,No clear status found
"San Antonio Shoe, Inc.",Retail,1001-5000,TX,http://SASshoes.com,+1 210-924-6561,3653796.0,0016000000zlaYgAAI,No clear status found
Vantage Bank Texas,Banking,201-500,TX,http://www.vantage.bank,+1 866-580-7262,2422093.0,0016000000skVWSAA2,No clear status found
"Tdn2k, LLC",Market Research,Nov-50,TX,http://www.blackboxintelligence.com,+1 972-364-0490,2562302.0,00160000017bqd5AAA,No clear status found
Jeff Ruby Culinary Entertainment,Restaurants,51-200,OH,http://www.jeffruby.com,+1 513-321-8080,1743815.0,00160000013TqZAAA0,No clear status found
"Clgt Solutions, LLC",Defense and Space Manufacturing,Nov-50,OH,http://www.clgtsolutions.com,+1 614-934-1194,1572042.0,00160000014BskZAAS,No clear status found
"21st Century Equipment, LLC",Farming,201-500,NE,http://www.21stcenturyequipment.net/Home.aspx,+1 308-262-1110,3802718.0,0013200001A3oyyAAB,No clear status found
"PHARMACY DATA MANAGEMENT, INC.",Pharmaceutical Manufacturing,51-200,OH,http://www.pdmi.com,+1 855-326-2160,1242190.0,0016000000m2QXzAAM,No clear status found
"UTC Overseas, Inc.","Transportation, Logistics, Supply Chain and Storage",51-200,NJ,http://www.utcoverseas.com,+1 201-558-9200,109238.0,0016000000T9ScBAAV,No clear status found
Bridge Realty LLC,Real Estate,10-Feb,MN,http://www.thebridgerealty.com,+1 952-368-0021,251029.0,0016000000T9WU3AAN,No clear status found
The Wedding Salon,Events Services,10-Feb,NY,www.WeddingSalon.com,+1 212-631-7777,402283.0,0016000000V7Zj2AAF,No clear status found
"Euroconsult, Inc",Investment Banking,10-Feb,NY,http://www.ec-ma.com,+1 212-972-4300,987613.0,0016000000eTfcHAAS,No clear status found
SHOP Companies,Real Estate,1,TX,http://www.shopcompanies.com/,+1 214-960-4545,3346669.0,0010d00001JnqrkAAB,No clear status found
"New Lab, LLC",IT Services and IT Consulting,51-200,NY,http://www.newlab.com,+1 718-488-7005,9459539.0,0010d00001KMgahAAD,No clear status found
Susan Foslien,Software Development,Nov-50,CA,www.susanofburlingame.com,+1 650-348-1372,6525444.0,0010d00001JkfvsAAB,No clear status found
Agvend Inc,Farming,Nov-50,MN,http://www.agvend.com,+1 877-575-3575,18205044.0,0010d00001KfrvnAAB,No clear status found
"Windrose Consulting Group, LLC",Business Consulting and Services,Nov-50,PA,http://www.windrosecg.com,+1 484-235-0599,9386662.0,0010d00001LAiOgAAL,No clear status found
"Raptor Maps, Inc.",Software Development,10-Feb,MA,http://www.raptormaps.com,+1 573-355-4936,10862227.0,0010d00001Kffa3AAB,No clear status found
"Lasso, LLC",Software Development,10-Feb,TN,http://www.lasso.io,+1 678-585-1500,9446499.0,0013200001HX9sJAAT,No clear status found
Northern Reflections Ltd,Retail,1001-5000,ON,http://northernreflections.com,+1 877-467-5967,36446.0,0016000000Ukq6ZAAR,No clear status found
"Trainual, Inc.","Technology, Information and Internet",Nov-50,AZ,https://www.trainual.com,+1 602-691-6129,18250517.0,0010d00001Kg2LhAAJ,No clear status found
Allrig Inc,Oil and Gas,10-Feb,TX,http://www.allriggroup.com,+1 985-851-5474,3501011.0,0013200001DIo6xAAD,No clear status found
weareteachers,Media Production,Nov-50,NJ,http://www.weareteachers.com,,562122.0,0013200001FawYrAAJ,No clear status found
"Epaypolicy, LLC",Insurance,Nov-50,TX,https://epaypolicy.com,+1 844-372-9300,10383811.0,0013200001GNq4DAAT,No clear status found
"Motorq, LLC",Software Development,Nov-50,CA,https://www.motorq.com/,+1 415-779-0525,18161838.0,0010d00001LAyJDAA1,No clear status found
"CALLTEK, INC.",IT Services and IT Consulting,1,CA,http://www.calltekinc.com,+1 949-268-9128,15454502.0,0010d00001JSMeSAAX,No clear status found
The Fordham Ram,Newspaper Publishing,Nov-50,NY,https://fordhamram.com/,+1 718-817-1000,11329212.0,0010d00001KfaaoAAB,No clear status found
PML Professional Mechanical Ltd,Construction,Nov-50,BC,http://www.pmlbc.com,+1 604-468-9999,17919780.0,0010d00001JsL2VAAV,No clear status found
"National Tank & Equipment, LLC",Environmental Services,51-200,TX,http://nterents.com,+1 888-213-7950,15171860.0,0010d00001ME4dKAAT,No clear status found
Breezeway,"Technology, Information and Internet",51-200,MA,https://www.breezeway.io/,+1 857-600-2799,12956456.0,0010d00001MDKRgAAP,No clear status found
Exchange Technology Services,IT Services and IT Consulting,Nov-50,MB,http://exchangetech.ca,+1 204-956-6235,17901282.0,0010d00001ME2UFAA1,No clear status found
"Kickstart Productions, Inc.",Entertainment Providers,10-Feb,CA,http://kickstartent.com/,+1 310-264-1757,7799606.0,0010d00001MDa1PAAT,No clear status found
Cardinal Plus,"Transportation, Logistics, Supply Chain and Storage",10-Feb,OH,http://www.cardinal.co.uk,+1 614-891-7781,4772354.0,0010d00001MD9NoAAL,No clear status found
Blue Spire Inc,IT Services and IT Consulting,10-Feb,AZ,http://www.Thebluespire.com,+1 480-938-1999,10416260.0,0010d00001MDA7HAAX,No clear status found
University of California San Diego,Research Services,51-200,CA,https://actri.ucsd.edu,+1 858-822-0268,18034997.0,0010d00001ME8ftAAD,No clear status found
VP Protection Inc,Security and Investigations,201-500,ON,http://www.vpprotection.com,+1 416-218-3226,13995449.0,0010d00001LNvwmAAD,No clear status found
"Loxo, LLC",Software Development,10-Feb,CO,http://www.loxo.co/,,2720810.0,0010d00001QvoQjAAJ,No clear status found
Ozark National Life Insurance Company,Insurance,51-200,MO,http://ozark-national.com/,+1 816-842-6300,9532210.0,0010d00001JsB3wAAF,No clear status found
Cervera Real Estate Inc,Real Estate,10-Feb,FL,http://www.cervera.com,+1 305-374-3434,829694.0,0016000000lc5JfAAI,No clear status found
"Atlantic Coast Athletic Clubs, L.P.",Recreational Facilities,51-200,VA,http://www.acac.com,+1 434-978-3800,139467.0,0016000000lcyv7AAA,No clear status found
Cipher Pharmaceuticals Inc,Pharmaceutical Manufacturing,Nov-50,ON,http://www.cipherpharma.com,+1 905-602-5840,1778243.0,0016000000lcyipAAA,No clear status found
CPR Cell Phone Repair,Retail,10-Feb,OH,https://www.cellphonerepair.com/,+1 877-856-5101,3163658.0,00160000013SiebAAC,No clear status found
Bergman & Moore,Law Practice,10-Feb,MD,http://vetlawyers.com/,+1 877-838-2889,1049584.0,0013200001BxN2SAAV,No clear status found
"Jhl Enterprises, Inc.",Construction,Nov-50,CO,http://www.jhlconstructors.com,+1 303-741-6116,1130507.0,0016000000m3RlzAAE,No clear status found
"Pillinger Miller Tarallo, LLP",Legal Services,10-Feb,NY,https://www.pmtlawfirm.com,+1 914-703-6300,5159639.0,0013200001By0tXAAR,No clear status found
Bobbitt Construction Inc.,Construction,51-200,NC,http://bobbitt.com,+1 919-851-1980,98351.0,0016000000m3tAxAAI,No clear status found
Ambridge Partners LLC,Insurance,Nov-50,NY,http://www.ambridge-group.com,+1 212-871-5400,2979625.0,0013200001By4TeAAJ,No clear status found
Phyllis Browning Company,Real Estate,Nov-50,TX,http://www.phyllisbrowning.com,+1 210-824-7878,84108.0,0016000000m44r7AAA,No clear status found
Emerald Cruises,Travel Arrangements,10-Feb,FL,emeraldwaterways.com,+1 857-365-6271,5066803.0,0013200001BzV9fAAF,No clear status found
Mhbc Planning,Architecture and Planning,51-200,ON,http://www.mhbcplan.com,+1 905-761-5588,367893.0,0016000000m4JW4AAM,No clear status found
"Mksk, Inc.",Design Services,51-200,OH,http://www.mkskstudios.com/,+1 614-621-2796,2617302.0,0016000000skNsIAAU,No clear status found
"AM Biopharm, Inc.",Biotechnology Research,201-500,SC,http://www.ambiopharm.com,+1 415-921-3593,651007.0,0016000000skRFTAA2,No clear status found
Oktana Corporation,IT Services and IT Consulting,51-200,NY,http://www.oktana.com,+1 212-655-3089,3880229.0,0013200001BsqweAAB,No clear status found
Caffe Demetre Franchising Corp,Restaurants,10-Feb,ON,https://demetres.com,+1 844-544-3311,2875527.0,00160000017brC6AAI,No clear status found
"Continental Linen Services, Inc.",Textile Manufacturing,201-500,MI,http://www.clsimage.com,+1 800-875-4636,275926.0,0016000000vcPzCAAU,No clear status found
"Clare V., LLC",Retail Apparel and Fashion,10-Feb,CA,http://www.clarev.com,+1 213-483-2247,3150469.0,00160000017brl7AAA,No clear status found
"Grady Management, Inc.",Real Estate,201-500,MD,http://www.gradymgt.com/,+1 301-587-3330,1412695.0,00160000013TpS0AAK,No clear status found
"Great Lakes Wine & Spirits, LLC",Beverage Manufacturing,501-1000,MI,www.glwas.com,+1 313-453-2200,1939322.0,00160000013TpTnAAK,No clear status found
"Gulf Distributing Co. of Mobile, L.L.C.",Food and Beverage Services,201-500,AL,http://www.gulfdistributingholdings.com,+1 251-476-9600,1742672.0,00160000019Gg81AAC,No clear status found
"Heritage Tractor, Inc.",Farming,201-500,KS,http://www.HeritageTractor.com,+1 877-594-6486,4151581.0,0013200001A3pjSAAR,No clear status found
ViewTrade Holding Corp.,Financial Services,51-200,NJ,https://www.viewtrade.com,+1 201-217-4422,127486.0,00160000014CABZAA4,No clear status found
Washington Corporations,Truck Transportation,1001-5000,MT,https://www.washingtoncompanies.com/contactus.php,+1 406-523-1300,6677105.0,00160000014D4fHAAS,No clear status found
"Kampgrounds of America, Inc.",Recreational Facilities,501-1000,MT,http://koa.com/,+1 406-248-7444,277083.0,0016000000m2xBlAAI,No clear status found
"Unbridled Solutions, L.L.C.",Events Services,Nov-50,CO,http://unbridled.com,+1 303-296-7993,124758.0,00160000014Bt0QAAS,No clear status found
Canadian Light Source Inc,Research Services,51-200,SK,http://www.lightsource.ca,+1 306-657-3500,113744.0,0016000000T9R9JAAV,No clear status found
Arizona Tile,Wholesale Building Materials,501-1000,AZ,http://www.arizonatile.com,+1 480-893-9393,48486.0,0016000000V7ZUEAA3,No clear status found
"Ritter Insurance Marketing, LLC",Insurance,51-200,PA,https://www.ritterim.com,+1 800-769-1847,208175.0,0016000000V7avZAAR,No clear status found
"Linens 'n Things, Inc.",Retail,10001+,NJ,http://www.lnt.com,+1 973-778-1300,8525.0,0016000000VuwQ3AAJ,No clear status found
"Bronsberg & Hughes Pontiac, Inc.",Financial Services,51-200,PA,http://www.financeofamerica.com,+1 570-288-7411,1188600.0,00160000014BtquAAC,No clear status found
King of Freight LLC,Truck Transportation,201-500,KS,http://www.kingoffreight.com,+1 888-924-0686,4786256.0,0013200001BxpwVAAR,No clear status found
"VETRO, Inc.",Software Development,10-Feb,ME,http://www.vetrofibermap.com,+1 207-221-6627,10587676.0,0013200001GOGQ3AAP,No clear status found
"Hakes Brothers, LLC",Real Estate,10-Feb,NM,http://www.hakesbrothers.com,+1 575-373-1120,10489583.0,0010d00001JkNQYAA3,No clear status found
"Custom Goods, LLC",Warehousing and Storage,201-500,CA,www.custom-goods.com,+1 310-241-6700,4718778.0,0010d00001Kg04jAAB,No clear status found
Polar Asset Management Partners Inc,Investment Management,Nov-50,ON,http://www.polaramp.com,+1 416-367-4364,1493463.0,0013200001AMpM6AAL,No clear status found
Mactores Cognition Inc.,IT Services and IT Consulting,51-200,WA,http://www.mactores.com,+1 650-436-9671,334966.0,0010d00001JsTrbAAF,No clear status found
Zanchin Auto Group Ltd,Motor Vehicle Manufacturing,10-Feb,ON,http://www.zanchinauto.com,+1 905-417-2050,2972895.0,0013200001BrZR6AAN,No clear status found
Rater8 LLC,Software Development,10-Feb,NJ,http://www.rater8.com,+1 844-384-7544,10439596.0,0013200001GNouWAAT,No clear status found
Newton Crypto Ltd,Financial Services,10-Feb,ON,https://newton.co/,+1 647-519-3878,28616957.0,0010d00001LWQ2QAAX,No clear status found
JMT Consultants Inc,Civil Engineering,10-Feb,MB,http://www.jmtconsultants.com,+1 888-781-8952,887804.0,0010d00001JnTIYAA3,No clear status found
Meseras,"Technology, Information and Internet",10001+,CA,http://www.meseras.com,+1 833-637-3727,4787199.0,0010d00001LX6r1AAD,No clear status found
FIREFLY SYSTEMS INC,Advertising Services,Nov-50,CA,https://www.fireflyon.com,(999) 888-7777,18243911.0,0010d00001MClNDAA1,No clear status found
"Cresta Energy Fund Management, LLC",Investment Management,Nov-50,TX,http://www.crestafunds.com/,+1 214-310-1230,33217086.0,0010d00001MDzFHAA1,No clear status found
"Atlas Space Operations, Inc.",Defense and Space Manufacturing,Nov-50,MI,https://www.atlasground.com/,+1 231-598-6184,6586618.0,0010d00001ME42mAAD,No clear status found
Triple Point Security Incorporated,Computer and Network Security,10-Feb,VA,http://www.triplepointsecurity.com,+1 703-788-6781,11135104.0,0010d00001MDayCAAT,No clear status found
AeroPay,Financial Services,10-Feb,IL,http://aeropay.com,+1 773-857-0105,18082974.0,0010d00001LNtaSAAT,No clear status found
Compass Health Consultants,Insurance,10-Feb,MO,http://www.chcquotes.com,+1 314-500-1301,18769386.0,0010d00001NDojbAAD,No clear status found
Eastern Airlines LLC,Airlines and Aviation,201-500,PA,http://www.goeasternair.com,+1 336-790-7730,33251059.0,0010d00001QvYmtAAF,No clear status found
Carlyle Aviation Partners,Airlines and Aviation,Nov-50,FL,http://www.carlyle.aero,+1 305-579-2340,35489131.0,0010d00001Qvq4fAAB,No clear status found
"Elevation Land Solutions, LLC",Civil Engineering,Nov-50,TX,https://www.elevationlandsolutions.com,+1 832-823-2200,69921973.0,0016Q00001dg8lHQAQ,No clear status found
Plenary Group Canada Ltd,Financial Services,10-Feb,ON,https://www.plenarygroup.com,+1 416-309-2200,42372961.0,0016Q00001dgJuZQAU,No clear status found
FlyFlat,Airlines and Aviation,Nov-50,TX,http://www.fly-flat.com,+1 833-435-9249,19115283.0,001Kf0000178ocuIAA,No clear status found
TA Fintech Inc.,"Technology, Information and Internet",1,NY,http://tradealgo.com,+1 877-639-1327,94728761.0,001Kf0000155HQ2IAM,No clear status found
"Zanskar Geothermal & Minerals, Inc.",Renewable Energy Semiconductor Manufacturing,10-Feb,UT,https://www.zanskar.com/,+1 503-890-1714,82774100.0,0016Q00001ddZUZQA2,No clear status found
The Private Firm,Legal Services,10-Feb,MI,https://www.thefirm.net,+1 248-840-3139,69807881.0,0010d00001WBsRkAAL,No clear status found
Upperhand Creative LLC,Design Services,10-Feb,FL,http://www.UpperhandCreative.com,,25042676.0,0010d00001U5TbJAAV,No clear status found
D4U Immigration,Legal Services,Nov-50,DC,https://www.d4uusa.com/,+1 954-478-8593,12998720.0,0010d00001U5aK4AAJ,No clear status found
Crowdbotics Corporation,Software Development,Nov-50,CA,https://crowdbotics.com/,+1 510-399-1776,17937943.0,0010d00001U5PHtAAN,No clear status found
Infostrux Solutions,IT Services and IT Consulting,10-Feb,BC,https://www.infostrux.com,+1 800-420-6000,71373516.0,0010d00001U5bKVAAZ,No clear status found
Media Thesis,Marketing Services,10-Feb,NJ,www.mediathesis.com,,104961348.0,0016Q000029jLqMQAU,No clear status found
Neeve AI,Data Security Software Products,1,CA,neeve.ai,+1 415-237-1894,103360608.0,0016Q000028rHx9QAE,No clear status found
Daqing Oilfield  Company Limited,Oil and Gas,10-Feb,CA,,,8314919.0,0016Q000029lTtAQAU,No clear status found
ORION VLSI Technologies LLC,Semiconductor Manufacturing,51-200,TX,https://orionvtech.com/,,90948114.0,0016Q000028sPXrQAM,No clear status found
SEOYON E-HWA,IT Services and IT Consulting,Nov-50,GA,https://seo-yon.com/eng/,+1 248-836-7071,63505982.0,001Kf0000155RzVIAU,No clear status found
"Blockchain Game Partners, Inc",Computer Games,10-Feb,WY,https://app.gala.games/,+1 760-867-0625,68601129.0,0016Q00001ZY98UQAT,No clear status found
"Elite Casino Resorts, LLC",Gambling Facilities and Casinos,1001-5000,IA,elitecasinoresorts.com,+1 319-648-1234,55455859.0,0016Q00001ZYKJoQAP,No clear status found
Monarch Alternative Capital LP,Financial Services,51-200,NY,www.monarchlp.com,+1 212-554-1700,80017472.0,0016Q00001ZZ9rkQAD,No clear status found
Working for myself,Design,10-Feb,CA,http://www.emilyannstone.com,,27023688.0,0016Q000029lclLQAQ,No clear status found
Valley Fiber Ltd.,Telecommunications,1,MB,http://www.valleyfiber.ca,+1 800-958-5698,35663126.0,0016Q00001mpddFQAQ,No clear status found
TGW North America,"Transportation, Logistics, Supply Chain and Storage",1001-5000,MI,https://www.tgw-group.com/us,555555,40817470.0,0016Q00001svPhqQAE,No clear status found
DraftSourcing,Telecommunications,Nov-50,TX,http://www.draftsourcing.com,+1 469-270-7799,75049502.0,0016Q00001otQTIQA2,No clear status found
Bold Estimation,Construction,51-200,OK,http://www.boldestimation.com,555555,64977588.0,0016Q00001svQkVQAU,No clear status found
"Cellino Biotech, Inc.",Biotechnology Research,10-Feb,MA,cellinobio.com,+1 857-209-4009,20153010.0,0016Q000026pFvJQAU,No clear status found
Falcon Risk Services,Insurance,51-200,NY,https://www.falconriskservices.com/,,73233036.0,0016Q000026pKN9QAM,No clear status found
"Accretive Insurance Solutions, Inc.",Insurance,1001-5000,FL,https://www.accretive-ins.com/,555-555-5555,81945980.0,0016Q00001vTyUYQA0,No clear status found
KUKA HOME North America,Furniture and Home Furnishings Manufacturing,10001+,NC,,-6664,29852499.0,0016Q00001xZSwGQAW,No clear status found
DAQA,Computer Games,10-Feb,CA,www.daqa.net,5555555555,18523304.0,0016Q00001zGxHcQAK,No clear status found
"Maverick Beverage Company Texas, LLC",Wholesale,10-Feb,TX,www.maverickbev.com,+1 214-256-5676,58750908.0,0016Q00001ouuaLQAQ,No clear status found
Gamma,Software Development,Nov-50,CA,www.gamma.app,+1 516-610-3404,74998228.0,0016Q00001sDictQAC,No clear status found
Soli Organic Inc.,Farming,1001-5000,VA,http://www.soliorganic.com,555-555-5555,76601483.0,0016Q00001vTvWtQAK,No clear status found
"Flying Solo Nyc, Inc.",Retail Apparel and Fashion,51-200,NY,http://flyingsolo.nyc,555-555-5555,11784841.0,0016Q00001xXBOiQAO,No clear status found
GUIDE Real Estate,Real Estate,51-200,CA,www.guiderealestate.com,-6664,71070453.0,0016Q00001xarozQAA,No clear status found
"TAYLOR MORRISON HOME FUNDING, Inc. - NMLS-8588  ",Banking,51-200,AZ,taylormorrisonhf.com,+1 239-444-2931,61471017.0,0016Q00001zHEO0QAO,No clear status found
Deep Origin,Biotechnology Research,Nov-50,CA,deeporigin.com,,96164838.0,0016Q000024UnIfQAK,No clear status found
VOZE,Software Development,51-200,UT,https://www.voze.com/,555-555-5555,82650002.0,0016Q00001xXBKHQA4,No clear status found
HiBid Auctions,Advertising Services,1001-5000,FL,hibid.com,+1 503-429-2520,18834081.0,0016Q000021sU8tQAE,No clear status found
"All-Weather Seal of West Michigan, Inc.",Construction,Nov-50,MI,http://www.allweathersealinc.com,+1 616-897-7300,3549100.0,0016Q00001xar3UQAQ,No clear status found
Soccer Post,Retail,1,NJ,http://soccerpost.com,-6664,3115725.0,0016Q00001xar8jQAA,No clear status found
Evoke Advisors,Investment Management,Nov-50,CA,www.evokeadvisors.com/,-6664,68877780.0,0016Q00001xarr5QAA,No clear status found
Clearly Promotions,Events Services,10001+,UT,http://www.clearlypromotions.com,+1 407-780-2812,9738225.0,0016Q00001zHPNkQAO,No clear status found
THK Portland Michigan,Motor Vehicle Manufacturing,201-500,MI,https://www.thk-rhythm-auto.com/na,+1 361-643-2511,20360385.0,0016Q00001zHDS6QAO,No clear status found
Independent Projects,Advertising Services,10-Feb,CA,ipro4u.com,+1 213-617-3294,619716.0,0016Q00001zHb3rQAC,No clear status found
Revolution Space,Defense and Space Manufacturing,10-Feb,MA,www.revolutionspace.com,+1 617-337-5115,96880435.0,0016Q000024STu6QAG,No clear status found
"ACQUISITION.COM, LLC",Venture Capital and Private Equity Principals,10-Feb,TX,www.acquisition.com/terms,,78459011.0,0016Q000026OwZvQAK,No clear status found
Cura Hospitality,Food and Beverage Services,1001-5000,PA,http://curahospitality.com,555555,60059619.0,0016Q00001svPRQQA2,No clear status found
TRUEBRIDGE,Marketing Services,10-Feb,TN,www.truebridge.io/,,89711496.0,0016Q000024QsxKQAS,No clear status found
"FALCOMM, INC.",Semiconductor Manufacturing,10-Feb,GA,myfalcomm.com,+1 954-639-6873,72467791.0,0016Q000024SeAWQA0,No clear status found
"AsInt, Inc.","Technology, Information and Internet",10-Feb,TX,www.asint.net,+1 713-306-3052,29003903.0,0016Q000026S2iAQAS,No clear status found
"Portal Innovations, LLC",Biotechnology Research,Nov-50,IL,http://www.portalinno.com,555-555-5555,65465077.0,0016Q00001srZtPQAU,No clear status found
Rocket Central,IT Services and IT Consulting,1001-5000,MI,http://www.rocketcentral.com,555555,7162834.0,0016Q00001svNlFQAU,No clear status found
"E.E. Reed Construction - East Coast, LLC",Construction,51-200,VA,https://www.eereedeast.com/,,71689385.0,0016Q000024Ty6eQAC,No clear status found
Bizinc,"Technology, Information and Internet",10-Feb,GA,bizinc.io/,+1 763-856-5609,85615885.0,0016Q000021sOyUQAU,No clear status found
"Dhar Mann Studios, Inc.",Online Audio and Video Media,51-200,CA,www.dharmann.com/,-6664,28841511.0,0016Q00001xZ4JbQAK,No clear status found
Tarkett Hospitality,Hospitality,10001+,GA,www.tarketthospitality.com/,-6664,76312729.0,0016Q00001xarGJQAY,No clear status found
"Clazar, Inc.",Software Development,10-Feb,TX,www.clazar.io,+1 650-799-3761,89982281.0,0016Q00001ot00HQAQ,No clear status found
ABS Digital Solutions LLC,IT Services and IT Consulting,Nov-50,TX,https://www.abswavesight.com/,555-555-5555,91507537.0,0016Q00001vTgjmQAC,No clear status found
PI Networks Inc.,Software Development,1,CA,https://minepi.com/,+1 925-639-6104,19006062.0,0016Q00001xYC0RQAW,No clear status found
"Patrick Ta Beauty, LLC",Personal Care Product Manufacturing,Nov-50,CA,http://patrickta.com/,-6664,71686837.0,0016Q00001xZ4L7QAK,No clear status found
Centex Petroleum,Oil and Gas,51-200,AB,https://www.centexpetroleum.com/,+1 403-266-3886,60103194.0,0016Q00001zHHI2QAO,No clear status found
Puttery,Hospitality,1001-5000,TX,www.puttery.com,555555,72996840.0,0016Q00001svQNKQA2,No clear status found
HOOSIER CONSULTING NETWORK LLC,Business Consulting and Services,Nov-50,IN,hoosierconsulting.wixsite.com/hoosiers,,72584334.0,0016Q000024TljUQAS,No clear status found
"Echo Laboratories, Inc.",Software Development,10-Feb,CA,https://el.ai/,+1 234-646-7787,92603747.0,0016Q000025qyYMQAY,No clear status found
